******************** Server experiments
fac          CFA  #96      flow-time 22      called 1   pure 1  obs 0  proc 0  | 40320
fresh2         conc sfa  #20      flow-time 1       lams 1   called 1   pure 0  obs 0  proc 1  | #(struct:addr 52)
fresh2         type a    #34      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: #(struct:addr (cons 4 5)) BOOL>
fresh2         type sa   #34      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: #(struct:addr (cons 4 5)) BOOL>
fresh2         type sfa  #34      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: #(struct:addr (cons 4 5)) BOOL>

treenode1      conc a    #68      flow-time 2       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 84)
treenode1      conc sa   #68      flow-time 2       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 84)
treenode1      conc sfa  #68      flow-time 2       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 84)
treenode1      type a    #75      flow-time 2       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sa   #75      flow-time 2       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sfa  #75      flow-time 2       lams 2   called 2   pure 2  obs 0  proc 0  | #<set: #(struct:addr (cons 1 2))>

helloset!      conc a    #26      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | foo
helloset!      conc sa   #26      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | foo
helloset!      conc sfa  #26      flow-time 0       lams 1   called 1   pure 0  obs 0  proc 1  | foo
helloset!      type a    #39      flow-time 1       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: NUM STR>
helloset!      type sa   #39      flow-time 1       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: NUM STR>
helloset!      type sfa  #39      flow-time 1       lams 1   called 1   pure 0  obs 0  proc 1  | #<set: NUM STR>

hellomemoset!  conc a    #15      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | hehe
hellomemoset!  conc sa   #15      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | hehe
hellomemoset!  conc sfa  #15      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | hehe
hellomemoset!  type a    #16      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM STR>
hellomemoset!  type sa   #16      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM STR>
hellomemoset!  type sfa  #16      flow-time 0       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM STR>
Results in purity-result

(conc-purity-test)
total 213 fail 0
(abst-purity-test)
error 38 type-a
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 38 type-sa
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 46 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 47 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 57 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a4 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a5 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a6 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a20 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
Final: #hash((type-a . 14) (type-sa . 9) (type-sfa . 2))

          ((ev («let» _ x (? ae? ae) e1) ρ _ ι κ Ξi) ; only on ae!
           (let* ((decl (get-declaration («id»-x x) x parent))
                  (ctxs (set-add (stack-contexts κ (vector-ref Ξ Ξi)) #f)) ; adding top-level ctx '#f', because freshness also deals with top-level stuff
                  (F* (for/fold ((F F)) ((κ ctxs))
                        (let ((Fκ (hash-ref F κ (hash))))
                              (let ((Fκ* (if (fresh? ae Fκ parent ⊥)
                                             (add-fresh Fκ decl)
                                             (add-unfresh Fκ decl))))
                                (hash-set F κ Fκ*))
                              ))))
             (values F* (hash-set sF s F*))))


ftp://ftp.cs.indiana.edu/pub/scheme-repository/code/struct/grid.scm
                
             
(for/fold ((result type-⊥)) ((prim2 (type-γ (cdr (assoc "<=" type-global)))))
    (type-⊔ result ((prim2-proc prim2) (type-α 1) (type-α 2))))
    
    
    
treeadd        conc a    #680     flow-time 48      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sa   #680     flow-time 48      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sfa  #680     flow-time 48      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        type a    #304     flow-time 14      lams 3   called 3   pure 2  obs 0  proc 1  | #<set: NUM>
treeadd        type sa   #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>
treeadd        type sfa  #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>

treeadd2       conc a    #996     flow-time 26      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sa   #996     flow-time 26      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sfa  #996     flow-time 26      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       type a    #301     flow-time 14      lams 3   called 3   pure 1  obs 0  proc 2  | #<set: NUM>
treeadd2       type sa   #301     flow-time 14      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>
treeadd2       type sfa  #301     flow-time 14      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>

treeadd3       conc a    #815     flow-time 22      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sa   #815     flow-time 22      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sfa  #815     flow-time 22      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       type a    #249     flow-time 15      lams 2   called 2   pure 0  obs 0  proc 2  | #<set: NUM>
treeadd3       type sa   #249     flow-time 15      lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
treeadd3       type sfa  #249     flow-time 15      lams 2   called 2   pure 2  obs 0  proc 0  | #<set: NUM>    


*** 20151016 pre-scoping/fresh bug with ho function
(conc-purity-test)
error 61 conc-sa
expected ((2 . PROC) (13 . PROC)) actual #hash((13 . PROC) (2 . PURE))
error 61 conc-sfa
expected ((2 . PROC) (13 . PROC)) actual #hash((13 . PROC) (2 . PURE))
error 62 conc-sfa
expected ((2 . PROC) (16 . PROC)) actual #hash((2 . PURE) (16 . PROC))
total 219 fail 3
(abst-purity-test)
error 38 type-a
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 38 type-sa
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 46 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 47 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 57 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 61 type-sa
expected ((2 . PROC) (13 . PROC)) actual #hash((13 . PROC) (2 . PURE))
error 61 type-sfa
expected ((2 . PROC) (13 . PROC)) actual #hash((13 . PROC) (2 . PURE))
error 62 type-sfa
expected ((2 . PROC) (16 . PROC)) actual #hash((2 . PURE) (16 . PROC))
error a4 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a5 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a6 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a20 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
Final: #hash((type-sa . 10) (type-sfa . 4) (type-a . 14))

20151019
Bad scope/freshness code
(define (sa-observable-effect? parent call-states)
  (lambda (eff κ _s)
      (match eff
        ((wv a x)
         (let ((decl (get-declaration («id»-x x) x parent))
               (λ (ctx-λ κ)))
           (not (inner-scope-declaration? decl λ))))
             ;(when (not (eq? scope-o? address-o?))
             ;  (printf "disagree ~a ~a a ~a scope ~a s ~a\n" eff (ctx->ctxi κ) address-o? scope-o? (state-repr _s)))
        ((wp a _ _)
         (let ((A (hash-ref call-states κ)))
           (set-member? A a)))
        ((rv a x)
         (let ((decl (get-declaration («id»-x x) x parent))
               (λ (ctx-λ κ)))
           (not (inner-scope-declaration? decl λ))))
        ((rp a _ _)
         (let ((A (hash-ref call-states κ)))
           (set-member? A a))))))

(define (sfa-observable-effect? parent call-states fresh?)
  (lambda (eff κ s)
    (match eff
      ((wv a x)
       (let ((decl (get-declaration («id»-x x) x parent))
             (λ (ctx-λ κ)))
         (not (inner-scope-declaration? decl λ))))
      ((wp a _ x)
       (if (fresh? x s κ)
           #f
           (let ((A (hash-ref call-states κ)))
              (set-member? A a))))
      ((rv a x)
       (let ((decl (get-declaration («id»-x x) x parent))
             (λ (ctx-λ κ)))
         (not (inner-scope-declaration? decl λ))))
      ((rp a _ x)
       (if (fresh? x s κ)
           #f
           (let ((A (hash-ref call-states κ)))
             (set-member? A a)))))))
             
201510 revamp (top-level scope/fr checks)
(conc-purity-test)
total 219 fail 0
(abst-purity-test)
error 38 type-a
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 38 type-sa
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 46 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 47 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 57 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a4 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a5 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a6 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a20 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
Final: #hash((type-sfa . 2) (type-a . 14) (type-sa . 9))
All done.

treeadd        conc a    #680     flow-time 21      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sa   #680     flow-time 21      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sfa  #680     flow-time 21      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        type a    #304     flow-time 14      lams 3   called 3   pure 2  obs 0  proc 1  | #<set: NUM>
treeadd        type sa   #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>
treeadd        type sfa  #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>

treeadd2       conc a    #996     flow-time 36      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sa   #996     flow-time 36      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sfa  #996     flow-time 36      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       type a    #301     flow-time 16      lams 3   called 3   pure 1  obs 0  proc 2  | #<set: NUM>
treeadd2       type sa   #301     flow-time 16      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>
treeadd2       type sfa  #301     flow-time 16      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>

treeadd3       conc a    #815     flow-time 44      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sa   #815     flow-time 44      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sfa  #815     flow-time 44      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       type a    #249     flow-time 11      lams 2   called 2   pure 0  obs 0  proc 2  | #<set: NUM>
treeadd3       type sa   #249     flow-time 11      lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
treeadd3       type sfa  #249     flow-time 11      lams 2   called 2   pure 2  obs 0  proc 0  | #<set: NUM>

> (server-purity-test)

fib            conc a    #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            conc sa   #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            conc sfa  #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            type a    #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>
fib            type sa   #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>
fib            type sfa  #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>

fib-mut        conc a    #188     flow-time 8       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        conc sa   #188     flow-time 8       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        conc sfa  #188     flow-time 8       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        type a    #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
fib-mut        type sa   #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
fib-mut        type sfa  #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>

treenode1      conc a    #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      conc sa   #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      conc sfa  #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      type a    #75      flow-time 4       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sa   #75      flow-time 4       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sfa  #75      flow-time 4       lams 2   called 2   pure 2  obs 0  proc 0  | #<set: #(struct:addr (cons 1 2))>

nqueens        conc a    #2622    flow-time 177     lams 6   called 6   pure 6  obs 0  proc 0  | 2
nqueens        conc sa   #2622    flow-time 177     lams 6   called 6   pure 6  obs 0  proc 0  | 2
nqueens        conc sfa  #2622    flow-time 177     lams 6   called 6   pure 6  obs 0  proc 0  | 2
nqueens        type a    #910     flow-time 97      lams 6   called 6   pure 6  obs 0  proc 0  | #<set: NUM>
nqueens        type sa   #910     flow-time 97      lams 6   called 6   pure 6  obs 0  proc 0  | #<set: NUM>
nqueens        type sfa  #910     flow-time 97      lams 6   called 6   pure 6  obs 0  proc 0  | #<set: NUM>

dderiv         conc a    #2846    flow-time 205     lams 20  called 10  pure 9  obs 0  proc 1  | #t
dderiv         conc sa   #2846    flow-time 205     lams 20  called 10  pure 9  obs 0  proc 1  | #t
dderiv         conc sfa  #2846    flow-time 205     lams 20  called 10  pure 9  obs 0  proc 1  | #t
dderiv         type a    #4472    flow-time 822     lams 20  called 14  pure 5  obs 8  proc 1  | #<set: BOOL>
dderiv         type sa   #4472    flow-time 822     lams 20  called 14  pure 5  obs 8  proc 1  | #<set: BOOL>
dderiv         type sfa  #4472    flow-time 822     lams 20  called 14  pure 5  obs 8  proc 1  | #<set: BOOL>

destruct       conc a    #2251    flow-time 209     lams 11  called 11  pure 3  obs 1  proc 7  | #(struct:addr 127)
destruct       conc sa   #2251    flow-time 209     lams 11  called 11  pure 3  obs 1  proc 7  | #(struct:addr 127)
destruct       conc sfa  #2251    flow-time 209     lams 11  called 11  pure 3  obs 1  proc 7  | #(struct:addr 127)
destruct       type a    #1440    flow-time 201     lams 11  called 11  pure 3  obs 1  proc 7  | #<set: #(struct:addr (cons #(struct:«quo» 105 ()) _a19)) ()>
destruct       type sa   #1440    flow-time 201     lams 11  called 11  pure 3  obs 1  proc 7  | #<set: #(struct:addr (cons #(struct:«quo» 105 ()) _a19)) ()>
destruct       type sfa  #1440    flow-time 201     lams 11  called 11  pure 3  obs 1  proc 7  | #<set: #(struct:addr (cons #(struct:«quo» 105 ()) _a19)) ()>

mceval         conc a    #9104    flow-time 2394    lams 86  called 71  pure 59 obs 2  proc 10 | 2
mceval         conc sa   #9104    flow-time 2394    lams 86  called 71  pure 59 obs 2  proc 10 | 2
mceval         conc sfa  #9104    flow-time 2394    lams 86  called 71  pure 59 obs 2  proc 10 | 2
mceval         type a    #60685   flow-time 55442   lams 86  called 84  pure 12 obs 59 proc 13 | #<set: #<prim2> #<prim2> #<prim2> #(struct:addr (cons _p2 _p4)) #(struct
mceval         type sa   #60685   flow-time 55442   lams 86  called 84  pure 12 obs 59 proc 13 | #<set: #<prim2> #<prim2> #<prim2> #(struct:addr (cons _p2 _p4)) #(struct
mceval         type sfa  #60685   flow-time 55442   lams 86  called 84  pure 12 obs 59 proc 13 | #<set: #<prim2> #<prim2> #<prim2> #(struct:addr (cons _p2 _p4)) #(struct

==
Example for reachable-A vs A
(letrec ((f (lambda (b)
                          (if b
                              (let ((x (let ((y (cons 1 2))) y)))
                                (let ((u (set-car! x 3)))
                                    (f #f)))
                              'done))))
              (f #t)))
Even without freshness 'f' is detected as pure.
==

20151104 Redesigned freshness analysis
(conc-purity-test)
total 234 fail 0
(abst-purity-test)
error 38 type-a
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 38 type-sa
expected ((2 . PURE) (22 . PURE)) actual #hash((22 . PROC) (2 . PROC))
error 46 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 47 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 52 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 53 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 54 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 57 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 57 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
error 64 type-a
expected ((266 . PROC) (185 . OBS) (59 . PURE) (2 . PURE) (120 . PROC)) actual #hash((266 . PROC) (185 . OBS) (59 . PROC) (2 . PURE) (120 . PROC))
error 64 type-sa
expected ((266 . PROC) (185 . OBS) (59 . PURE) (2 . PURE) (120 . PROC)) actual #hash((266 . PROC) (185 . OBS) (59 . PROC) (2 . PURE) (120 . PROC))
error 64 type-sfa
expected ((266 . PROC) (185 . OBS) (59 . PURE) (2 . PURE) (120 . PROC)) actual #hash((266 . PROC) (185 . OBS) (59 . PROC) (2 . PURE) (120 . PROC))
error 65 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error 65 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error 67 type-a
expected ((2 . PURE) (14 . PROC)) actual #hash((14 . PROC) (2 . PROC))
error 67 type-sa
expected ((2 . PURE) (14 . PROC)) actual #hash((14 . PROC) (2 . PROC))
error 67 type-sfa
expected ((2 . PURE) (14 . PROC)) actual #hash((14 . PROC) (2 . PROC))
error a4 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a5 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a6 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a14 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a15 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-a
expected ((2 . PURE)) actual #hash((2 . PROC))
error a16 type-sa
expected ((2 . PURE)) actual #hash((2 . PROC))
error a20 type-a
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sa
expected ((8 . PURE)) actual #hash((8 . PROC))
error a20 type-sfa
expected ((8 . PURE)) actual #hash((8 . PROC))
Final: #hash((type-sfa . 4) (type-a . 17) (type-sa . 12))
All done.

> (purity-test 'treeadd 'treeadd2 'treeadd3 'purity19)

treeadd        conc a    #680     flow-time 22      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sa   #680     flow-time 22      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        conc sfa  #680     flow-time 22      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd        type a    #304     flow-time 14      lams 3   called 3   pure 2  obs 0  proc 1  | #<set: NUM>
treeadd        type sa   #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>
treeadd        type sfa  #304     flow-time 14      lams 3   called 3   pure 3  obs 0  proc 0  | #<set: NUM>

treeadd2       conc a    #996     flow-time 35      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sa   #996     flow-time 35      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       conc sfa  #996     flow-time 35      lams 3   called 3   pure 3  obs 0  proc 0  | 15
treeadd2       type a    #301     flow-time 18      lams 3   called 3   pure 1  obs 0  proc 2  | #<set: NUM>
treeadd2       type sa   #301     flow-time 18      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>
treeadd2       type sfa  #301     flow-time 18      lams 3   called 3   pure 1  obs 1  proc 1  | #<set: NUM>

treeadd3       conc a    #815     flow-time 29      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sa   #815     flow-time 29      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       conc sfa  #815     flow-time 29      lams 2   called 2   pure 2  obs 0  proc 0  | 15
treeadd3       type a    #249     flow-time 17      lams 2   called 2   pure 0  obs 0  proc 2  | #<set: NUM>
treeadd3       type sa   #249     flow-time 17      lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
treeadd3       type sfa  #249     flow-time 17      lams 2   called 2   pure 2  obs 0  proc 0  | #<set: NUM>

purity19       conc a    #18      flow-time 0       lams 2   called 2   pure 1  obs 0  proc 1  | #(struct:addr 55)
purity19       conc sa   #18      flow-time 0       lams 2   called 2   pure 1  obs 0  proc 1  | #(struct:addr 55)
purity19       conc sfa  #18      flow-time 0       lams 2   called 2   pure 1  obs 0  proc 1  | #(struct:addr 55)
purity19       type a    #39      flow-time 1       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2)) SYM>
purity19       type sa   #39      flow-time 1       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2)) SYM>
purity19       type sfa  #39      flow-time 1       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2)) SYM>
Results in purity-result

> (server-purity-test)
fib            conc a    #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            conc sa   #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            conc sfa  #701     flow-time 26      lams 1   called 1   pure 1  obs 0  proc 0  | 21
fib            type a    #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>
fib            type sa   #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>
fib            type sfa  #54      flow-time 3       lams 1   called 1   pure 1  obs 0  proc 0  | #<set: NUM>

fib-mut        conc a    #188     flow-time 9       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        conc sa   #188     flow-time 9       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        conc sfa  #188     flow-time 9       lams 2   called 2   pure 1  obs 0  proc 1  | 21
fib-mut        type a    #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
fib-mut        type sa   #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>
fib-mut        type sfa  #63      flow-time 4       lams 2   called 2   pure 1  obs 0  proc 1  | #<set: NUM>

treenode1      conc a    #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      conc sa   #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      conc sfa  #68      flow-time 3       lams 2   called 2   pure 2  obs 0  proc 0  | #(struct:addr 87)
treenode1      type a    #75      flow-time 5       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sa   #75      flow-time 5       lams 2   called 2   pure 0  obs 0  proc 2  | #<set: #(struct:addr (cons 1 2))>
treenode1      type sfa  #75      flow-time 5       lams 2   called 2   pure 2  obs 0  proc 0  | #<set: #(struct:addr (cons 1 2))>

nqueens        conc a    #2622    flow-time 182     lams 6   called 6   pure 6  obs 0  proc 0  | 2
nqueens        conc sa   #2622    flow-time 182     lams 6   called 6   pure 6  obs 0  proc 0  | 2
